"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY.ID","COUNTRY","INDICATOR.ID","INDICATOR","ENERGY_SOURCE.ID","ENERGY_SOURCE","FREQUENCY.ID","FREQUENCY","2017","2018","2019","2020","2021","2022","2023"
"IMF.STA:RE(2.0.1)","CMR.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","CMR","Cameroon","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MLT.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","MLT","Malta","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","BLR.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","BLR","Belarus, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","BLR.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","BLR","Belarus, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MLI.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","MLI","Mali","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","LBY.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","LBY","Libya","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","LTU.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","LTU","Lithuania, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MYS.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","MYS","Malaysia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CMR.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","CMR","Cameroon","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0.000914","0.0048","0.0000271","0.0000198","0.000027","0.0000246",""
"IMF.STA:RE(2.0.1)","LTU.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","LTU","Lithuania, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0.0674","0.0209","0","0.164511043","0","0",""
"IMF.STA:RE(2.0.1)","MDG.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","MDG","Madagascar, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CAF.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","CAF","Central African Republic","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","LBY.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","LBY","Libya","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CAF.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","CAF","Central African Republic","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0.0000845","0","0.0003","0","0",""
"IMF.STA:RE(2.0.1)","LTU.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","LTU","Lithuania, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","BDI.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","BDI","Burundi","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MDV.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","MDV","Maldives","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MHL.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","MHL","Marshall Islands, Republic of the","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","BEL.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","BEL","Belgium","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0","0","0","0","0","0.0108",""
"IMF.STA:RE(2.0.1)","MYS.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","MYS","Malaysia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MYS.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","MYS","Malaysia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CPV.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","CPV","Cabo Verde","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0.0000614","0","0.000627","0.00152","0.00257","0.000497",""
"IMF.STA:RE(2.0.1)","MDG.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","MDG","Madagascar, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0.0000000718","0",""
"IMF.STA:RE(2.0.1)","CYP.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","CYP","Cyprus","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","NPL.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","NPL","Nepal","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","LCA.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","LCA","St. Lucia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","TCD.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","TCD","Chad","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0","0.000302",""
"IMF.STA:RE(2.0.1)","MMR.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","MMR","Myanmar","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","FSM.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","FSM","Micronesia, Federated States of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MMR.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","MMR","Myanmar","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CHN.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","CHN","China, People's Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0.0000965","0.0000739","0.0000222","0","0.0000166","0.0000000499",""
"IMF.STA:RE(2.0.1)","NPL.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","NPL","Nepal","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0.0000487","0.000398","0.00927","0.00108","0.00172","0.000282",""
"IMF.STA:RE(2.0.1)","MNE.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","MNE","Montenegro","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MEX.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","MEX","Mexico","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0.0000204","0.0000644","0","0","0",""
"IMF.STA:RE(2.0.1)","NIC.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","NIC","Nicaragua","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","CPV.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","CPV","Cabo Verde","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MRT.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","MRT","Mauritania, Islamic Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MNE.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","MNE","Montenegro","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MEX.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","MEX","Mexico","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0.000699","0.000306","0.00108","0.00154","0.000302","0.00000248",""
"IMF.STA:RE(2.0.1)","MAR.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","MAR","Morocco","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0.00387","0.0000343","0.000982","0.00000521","0.0000548","0.00132",""
"IMF.STA:RE(2.0.1)","NRU.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","NRU","Nauru, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","NAM.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","NAM","Namibia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0.000344","0.00000552","0.000011","0","0.0000982","0.00438",""
"IMF.STA:RE(2.0.1)","MEX.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","MEX","Mexico","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MUS.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","MUS","Mauritius","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","NAM.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","NAM","Namibia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MSR.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","MSR","Montserrat, United Kingdom-British Overseas Territory","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MOZ.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","MOZ","Mozambique, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0.000126","0.000948","0.000281","0","0",""
"IMF.STA:RE(2.0.1)","KHM.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","KHM","Cambodia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0.00000309","0.0000127","0.000000154","0.0000145","0.0000214","0.00000112",""
"IMF.STA:RE(2.0.1)","MSR.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","MSR","Montserrat, United Kingdom-British Overseas Territory","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MSR.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","MSR","Montserrat, United Kingdom-British Overseas Territory","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","NAM.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","NAM","Namibia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MUS.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","MUS","Mauritius","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MUS.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","MUS","Mauritius","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0","0","0.00214","0","0","0",""
"IMF.STA:RE(2.0.1)","MNG.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","MNG","Mongolia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","NIC.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","NIC","Nicaragua","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MNG.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","MNG","Mongolia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0","0","0","0","0.0000000928",""
"IMF.STA:RE(2.0.1)","MOZ.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","MOZ","Mozambique, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0.00487","0.0001","0.012794021","0.020454805","0.005403225","0.000366",""
"IMF.STA:RE(2.0.1)","MAR.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","MAR","Morocco","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0.0241","0.0074","0","0.00399",""
"IMF.STA:RE(2.0.1)","MLT.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","MLT","Malta","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MNG.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","MNG","Mongolia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0.000000798","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MWI.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","MWI","Malawi","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0.000000612","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","NRU.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","NRU","Nauru, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MDA.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","MDA","Moldova, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","NPL.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","NPL","Nepal","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","NRU.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","NRU","Nauru, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","FSM.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","FSM","Micronesia, Federated States of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","NAM.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","NAM","Namibia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MNE.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","MNE","Montenegro","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0","0","0","1.509110877",""
"IMF.STA:RE(2.0.1)","MEX.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","MEX","Mexico","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0.00000322","0.00038","0.00000113","0",""
"IMF.STA:RE(2.0.1)","MUS.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","MUS","Mauritius","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MOZ.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","MOZ","Mozambique, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","NAM.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","NAM","Namibia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0.0186","0.0255","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MNE.PIRE_POGDP_PT.PUMPEDSTORAGE.A","OBS_VALUE","MNE","Montenegro","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","PUMPEDSTORAGE","Pumped storage","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","NAM.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","NAM","Namibia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0.0049","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MNE.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","MNE","Montenegro","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0","0","0.431962037","0","0",""
"IMF.STA:RE(2.0.1)","MEX.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","MEX","Mexico","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0.0000204","0","0","0.000893","0",""
"IMF.STA:RE(2.0.1)","NIC.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","NIC","Nicaragua","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0.00028","0","0.00196","0","0.0166","0.00496",""
"IMF.STA:RE(2.0.1)","MDA.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","MDA","Moldova, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0","0","0.0000291","0","0","0",""
"IMF.STA:RE(2.0.1)","NAM.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","NAM","Namibia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MNG.PIRE_POGDP_PT.SOLARENERGY.A","OBS_VALUE","MNG","Mongolia","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","SOLARENERGY","Solar energy","A","Annual","0.000135","0.00015","0.0000278","0.0000879","0.00000533","0",""
"IMF.STA:RE(2.0.1)","MLI.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","MLI","Mali","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MDA.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","MDA","Moldova, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MHL.PIRE_POGDP_PT.GEOTHERMALENERGY.A","OBS_VALUE","MHL","Marshall Islands, Republic of the","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","GEOTHERMALENERGY","Geothermal energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MAR.PIRE_POGDP_PT.BIOFUELS.A","OBS_VALUE","MAR","Morocco","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","BIOFUELS","Biofuels","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MUS.PIRE_POGDP_PT.WASTE.A","OBS_VALUE","MUS","Mauritius","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WASTE","Waste","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MDA.PIRE_POGDP_PT.HYDROPOWER.A","OBS_VALUE","MDA","Moldova, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","HYDROPOWER","Hydropower (excl. Pumped Storage)","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MEX.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","MEX","Mexico","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0.00174","0.000976","0.000568","0.000581","0.00006","0.00000255",""
"IMF.STA:RE(2.0.1)","MRT.PIRE_POGDP_PT.WINDENERGY.A","OBS_VALUE","MRT","Mauritania, Islamic Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","WINDENERGY","Wind energy","A","Annual","0.00828","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","MOZ.PIRE_POGDP_PT.MARINEENERGY.A","OBS_VALUE","MOZ","Mozambique, Republic of","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MARINEENERGY","Marine energy","A","Annual","0","0","0","0","0","0",""
"IMF.STA:RE(2.0.1)","NPL.PIRE_POGDP_PT.MULTIPLE_RENEWABLES.A","OBS_VALUE","NPL","Nepal","PIRE_POGDP_PT","Public Investment in Renewable Energy as share of GDP","MULTIPLE_RENEWABLES","Multiple Renewables","A","Annual","0.000322","0.0000694","0.000136","0.0000977","0.000323","0.000139",""
